000AD9A7, VCU_INV_Torque_Command, -338
000AE551, VCU_INV_Torque_Command, 670
000AE551, VCU_INV_Speed_Command, 670
000AE551, VCU_INV_Direction_Command, CW
000AE551, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE551, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE551, VCU_INV_Speed_Mode_Enable, 1
000AE551, VCU_INV_Torque_Limit_Command, -660.0
000AE551, VCU_INV_Torque_Command, 666
000AE551, VCU_INV_Speed_Command, 666
000AE551, VCU_INV_Direction_Command, CW
000AE551, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE551, VCU_INV_Inverter_Discharge, Discharge Disable
000AE551, VCU_INV_Speed_Mode_Enable, 0
000AE551, VCU_INV_Torque_Limit_Command, -680.0
000AE551, VCU_INV_Torque_Command, 661
000AE551, VCU_INV_Speed_Command, 661
000AE551, VCU_INV_Direction_Command, CW
000AE551, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE551, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE551, VCU_INV_Speed_Mode_Enable, 1
000AE551, VCU_INV_Torque_Limit_Command, -700.0
000AE551, VCU_INV_Torque_Command, 656
000AE551, VCU_INV_Speed_Command, 656
000AE551, VCU_INV_Direction_Command, CW
000AE551, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE551, VCU_INV_Inverter_Discharge, Discharge Disable
000AE551, VCU_INV_Speed_Mode_Enable, 0
000AE551, VCU_INV_Torque_Limit_Command, -720.0
000AE551, VCU_INV_Torque_Command, 651
000AE551, VCU_INV_Speed_Command, 651
000AE551, VCU_INV_Direction_Command, CW
000AE551, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE551, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE551, VCU_INV_Speed_Mode_Enable, 1
000AE551, VCU_INV_Torque_Limit_Command, -740.0
000AE552, VCU_INV_Torque_Command, 647
000AE552, VCU_INV_Speed_Command, 647
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE552, VCU_INV_Inverter_Discharge, Discharge Disable
000AE552, VCU_INV_Speed_Mode_Enable, 0
000AE552, VCU_INV_Torque_Limit_Command, -760.0
000AE552, VCU_INV_Torque_Command, 642
000AE552, VCU_INV_Speed_Command, 642
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE552, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE552, VCU_INV_Speed_Mode_Enable, 1
000AE552, VCU_INV_Torque_Limit_Command, -780.0
000AE552, VCU_INV_Torque_Command, 637
000AE552, VCU_INV_Speed_Command, 637
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE552, VCU_INV_Inverter_Discharge, Discharge Disable
000AE552, VCU_INV_Speed_Mode_Enable, 0
000AE552, VCU_INV_Torque_Limit_Command, -800.0
000AE552, VCU_INV_Torque_Command, 632
000AE552, VCU_INV_Speed_Command, 632
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE552, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE552, VCU_INV_Speed_Mode_Enable, 1
000AE552, VCU_INV_Torque_Limit_Command, -820.0
000AE552, VCU_INV_Torque_Command, 627
000AE552, VCU_INV_Speed_Command, 627
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE552, VCU_INV_Inverter_Discharge, Discharge Disable
000AE552, VCU_INV_Speed_Mode_Enable, 0
000AE552, VCU_INV_Torque_Limit_Command, -840.0
000AE552, VCU_INV_Torque_Command, 622
000AE552, VCU_INV_Speed_Command, 622
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE552, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE552, VCU_INV_Speed_Mode_Enable, 1
000AE552, VCU_INV_Torque_Limit_Command, -860.0
000AE552, VCU_INV_Torque_Command, 617
000AE552, VCU_INV_Speed_Command, 617
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE552, VCU_INV_Inverter_Discharge, Discharge Disable
000AE552, VCU_INV_Speed_Mode_Enable, 0
000AE552, VCU_INV_Torque_Limit_Command, -880.0
000AE552, VCU_INV_Torque_Command, 612
000AE552, VCU_INV_Speed_Command, 612
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE552, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE552, VCU_INV_Speed_Mode_Enable, 1
000AE552, VCU_INV_Torque_Limit_Command, -900.0
000AE552, VCU_INV_Torque_Command, 607
000AE552, VCU_INV_Speed_Command, 607
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE552, VCU_INV_Inverter_Discharge, Discharge Disable
000AE552, VCU_INV_Speed_Mode_Enable, 0
000AE552, VCU_INV_Torque_Limit_Command, -920.0
000AE552, VCU_INV_Torque_Command, 602
000AE552, VCU_INV_Speed_Command, 602
000AE552, VCU_INV_Direction_Command, CW
000AE552, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE552, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE552, VCU_INV_Speed_Mode_Enable, 1
000AE552, VCU_INV_Torque_Limit_Command, -940.0
000AE553, VCU_INV_Torque_Command, 597
000AE553, VCU_INV_Speed_Command, 597
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE553, VCU_INV_Inverter_Discharge, Discharge Disable
000AE553, VCU_INV_Speed_Mode_Enable, 0
000AE553, VCU_INV_Torque_Limit_Command, -960.0
000AE553, VCU_INV_Torque_Command, 592
000AE553, VCU_INV_Speed_Command, 592
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE553, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE553, VCU_INV_Speed_Mode_Enable, 1
000AE553, VCU_INV_Torque_Limit_Command, -980.0
000AE553, VCU_INV_Torque_Command, 587
000AE553, VCU_INV_Speed_Command, 587
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE553, VCU_INV_Inverter_Discharge, Discharge Disable
000AE553, VCU_INV_Speed_Mode_Enable, 0
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 582
000AE553, VCU_INV_Speed_Command, 582
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE553, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE553, VCU_INV_Speed_Mode_Enable, 1
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 577
000AE553, VCU_INV_Speed_Command, 577
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE553, VCU_INV_Inverter_Discharge, Discharge Disable
000AE553, VCU_INV_Speed_Mode_Enable, 0
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 572
000AE553, VCU_INV_Speed_Command, 572
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE553, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE553, VCU_INV_Speed_Mode_Enable, 1
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 567
000AE553, VCU_INV_Speed_Command, 567
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE553, VCU_INV_Inverter_Discharge, Discharge Disable
000AE553, VCU_INV_Speed_Mode_Enable, 0
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 562
000AE553, VCU_INV_Speed_Command, 562
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE553, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE553, VCU_INV_Speed_Mode_Enable, 1
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE553, VCU_INV_Torque_Command, 556
000AE553, VCU_INV_Speed_Command, 556
000AE553, VCU_INV_Direction_Command, CW
000AE553, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE553, VCU_INV_Inverter_Discharge, Discharge Disable
000AE553, VCU_INV_Speed_Mode_Enable, 0
000AE553, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 551
000AE554, VCU_INV_Speed_Command, 551
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE554, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE554, VCU_INV_Speed_Mode_Enable, 1
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 546
000AE554, VCU_INV_Speed_Command, 546
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE554, VCU_INV_Inverter_Discharge, Discharge Disable
000AE554, VCU_INV_Speed_Mode_Enable, 0
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 541
000AE554, VCU_INV_Speed_Command, 541
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE554, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE554, VCU_INV_Speed_Mode_Enable, 1
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 535
000AE554, VCU_INV_Speed_Command, 535
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE554, VCU_INV_Inverter_Discharge, Discharge Disable
000AE554, VCU_INV_Speed_Mode_Enable, 0
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 530
000AE554, VCU_INV_Speed_Command, 530
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE554, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE554, VCU_INV_Speed_Mode_Enable, 1
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, 525
000AE554, VCU_INV_Speed_Command, 525
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE554, VCU_INV_Inverter_Discharge, Discharge Disable
000AE554, VCU_INV_Speed_Mode_Enable, 0
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, -199
000AE554, VCU_INV_Speed_Command, -199
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE554, VCU_INV_Inverter_Discharge, Discharge Disable
000AE554, VCU_INV_Speed_Mode_Enable, 0
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, -205
000AE554, VCU_INV_Speed_Command, -205
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE554, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE554, VCU_INV_Speed_Mode_Enable, 1
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE554, VCU_INV_Torque_Command, -212
000AE554, VCU_INV_Speed_Command, -212
000AE554, VCU_INV_Direction_Command, CW
000AE554, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE554, VCU_INV_Inverter_Discharge, Discharge Disable
000AE554, VCU_INV_Speed_Mode_Enable, 0
000AE554, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -218
000AE555, VCU_INV_Speed_Command, -218
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE555, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE555, VCU_INV_Speed_Mode_Enable, 1
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -224
000AE555, VCU_INV_Speed_Command, -224
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE555, VCU_INV_Inverter_Discharge, Discharge Disable
000AE555, VCU_INV_Speed_Mode_Enable, 0
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -230
000AE555, VCU_INV_Speed_Command, -230
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE555, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE555, VCU_INV_Speed_Mode_Enable, 1
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -236
000AE555, VCU_INV_Speed_Command, -236
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE555, VCU_INV_Inverter_Discharge, Discharge Disable
000AE555, VCU_INV_Speed_Mode_Enable, 0
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -242
000AE555, VCU_INV_Speed_Command, -242
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE555, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE555, VCU_INV_Speed_Mode_Enable, 1
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -248
000AE555, VCU_INV_Speed_Command, -248
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE555, VCU_INV_Inverter_Discharge, Discharge Disable
000AE555, VCU_INV_Speed_Mode_Enable, 0
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -254
000AE555, VCU_INV_Speed_Command, -254
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE555, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE555, VCU_INV_Speed_Mode_Enable, 1
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -260
000AE555, VCU_INV_Speed_Command, -260
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE555, VCU_INV_Inverter_Discharge, Discharge Disable
000AE555, VCU_INV_Speed_Mode_Enable, 0
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE555, VCU_INV_Torque_Command, -266
000AE555, VCU_INV_Speed_Command, -266
000AE555, VCU_INV_Direction_Command, CW
000AE555, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE555, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE555, VCU_INV_Speed_Mode_Enable, 1
000AE555, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -272
000AE556, VCU_INV_Speed_Command, -272
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE556, VCU_INV_Inverter_Discharge, Discharge Disable
000AE556, VCU_INV_Speed_Mode_Enable, 0
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -278
000AE556, VCU_INV_Speed_Command, -278
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE556, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE556, VCU_INV_Speed_Mode_Enable, 1
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -285
000AE556, VCU_INV_Speed_Command, -285
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE556, VCU_INV_Inverter_Discharge, Discharge Disable
000AE556, VCU_INV_Speed_Mode_Enable, 0
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -291
000AE556, VCU_INV_Speed_Command, -291
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE556, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE556, VCU_INV_Speed_Mode_Enable, 1
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -297
000AE556, VCU_INV_Speed_Command, -297
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE556, VCU_INV_Inverter_Discharge, Discharge Disable
000AE556, VCU_INV_Speed_Mode_Enable, 0
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -303
000AE556, VCU_INV_Speed_Command, -303
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE556, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE556, VCU_INV_Speed_Mode_Enable, 1
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -309
000AE556, VCU_INV_Speed_Command, -309
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE556, VCU_INV_Inverter_Discharge, Discharge Disable
000AE556, VCU_INV_Speed_Mode_Enable, 0
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -314
000AE556, VCU_INV_Speed_Command, -314
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE556, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE556, VCU_INV_Speed_Mode_Enable, 1
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE556, VCU_INV_Torque_Command, -320
000AE556, VCU_INV_Speed_Command, -320
000AE556, VCU_INV_Direction_Command, CW
000AE556, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE556, VCU_INV_Inverter_Discharge, Discharge Disable
000AE556, VCU_INV_Speed_Mode_Enable, 0
000AE556, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -326
000AE557, VCU_INV_Speed_Command, -326
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE557, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE557, VCU_INV_Speed_Mode_Enable, 1
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -332
000AE557, VCU_INV_Speed_Command, -332
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE557, VCU_INV_Inverter_Discharge, Discharge Disable
000AE557, VCU_INV_Speed_Mode_Enable, 0
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -338
000AE557, VCU_INV_Speed_Command, -338
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE557, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE557, VCU_INV_Speed_Mode_Enable, 1
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -344
000AE557, VCU_INV_Speed_Command, -344
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE557, VCU_INV_Inverter_Discharge, Discharge Disable
000AE557, VCU_INV_Speed_Mode_Enable, 0
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -350
000AE557, VCU_INV_Speed_Command, -350
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE557, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE557, VCU_INV_Speed_Mode_Enable, 1
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -356
000AE557, VCU_INV_Speed_Command, -356
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE557, VCU_INV_Inverter_Discharge, Discharge Disable
000AE557, VCU_INV_Speed_Mode_Enable, 0
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -362
000AE557, VCU_INV_Speed_Command, -362
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE557, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE557, VCU_INV_Speed_Mode_Enable, 1
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -368
000AE557, VCU_INV_Speed_Command, -368
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE557, VCU_INV_Inverter_Discharge, Discharge Disable
000AE557, VCU_INV_Speed_Mode_Enable, 0
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE557, VCU_INV_Torque_Command, -373
000AE557, VCU_INV_Speed_Command, -373
000AE557, VCU_INV_Direction_Command, CW
000AE557, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE557, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE557, VCU_INV_Speed_Mode_Enable, 1
000AE557, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -379
000AE558, VCU_INV_Speed_Command, -379
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE558, VCU_INV_Inverter_Discharge, Discharge Disable
000AE558, VCU_INV_Speed_Mode_Enable, 0
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -385
000AE558, VCU_INV_Speed_Command, -385
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE558, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE558, VCU_INV_Speed_Mode_Enable, 1
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -391
000AE558, VCU_INV_Speed_Command, -391
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE558, VCU_INV_Inverter_Discharge, Discharge Disable
000AE558, VCU_INV_Speed_Mode_Enable, 0
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -397
000AE558, VCU_INV_Speed_Command, -397
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE558, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE558, VCU_INV_Speed_Mode_Enable, 1
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -402
000AE558, VCU_INV_Speed_Command, -402
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE558, VCU_INV_Inverter_Discharge, Discharge Disable
000AE558, VCU_INV_Speed_Mode_Enable, 0
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -408
000AE558, VCU_INV_Speed_Command, -408
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE558, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE558, VCU_INV_Speed_Mode_Enable, 1
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -414
000AE558, VCU_INV_Speed_Command, -414
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE558, VCU_INV_Inverter_Discharge, Discharge Disable
000AE558, VCU_INV_Speed_Mode_Enable, 0
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -420
000AE558, VCU_INV_Speed_Command, -420
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE558, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE558, VCU_INV_Speed_Mode_Enable, 1
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -425
000AE558, VCU_INV_Speed_Command, -425
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE558, VCU_INV_Inverter_Discharge, Discharge Disable
000AE558, VCU_INV_Speed_Mode_Enable, 0
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE558, VCU_INV_Torque_Command, -431
000AE558, VCU_INV_Speed_Command, -431
000AE558, VCU_INV_Direction_Command, CW
000AE558, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE558, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE558, VCU_INV_Speed_Mode_Enable, 1
000AE558, VCU_INV_Torque_Limit_Command, -1000.0
000AE559, VCU_INV_Torque_Command, -437
000AE559, VCU_INV_Speed_Command, -437
000AE559, VCU_INV_Direction_Command, CW
000AE559, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE559, VCU_INV_Inverter_Discharge, Discharge Disable
000AE559, VCU_INV_Speed_Mode_Enable, 0
000AE559, VCU_INV_Torque_Limit_Command, -1000.0
000AE559, VCU_INV_Torque_Command, -442
000AE559, VCU_INV_Speed_Command, -442
000AE559, VCU_INV_Direction_Command, CW
000AE559, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE559, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE559, VCU_INV_Speed_Mode_Enable, 1
000AE559, VCU_INV_Torque_Limit_Command, -1000.0
000AE559, VCU_INV_Torque_Command, -448
000AE559, VCU_INV_Speed_Command, -448
000AE559, VCU_INV_Direction_Command, CW
000AE559, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE559, VCU_INV_Inverter_Discharge, Discharge Disable
000AE559, VCU_INV_Speed_Mode_Enable, 0
000AE559, VCU_INV_Torque_Limit_Command, -1000.0
000AE559, VCU_INV_Torque_Command, -453
000AE559, VCU_INV_Speed_Command, -453
000AE559, VCU_INV_Direction_Command, CW
000AE559, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE559, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE559, VCU_INV_Speed_Mode_Enable, 1
000AE559, VCU_INV_Torque_Limit_Command, -1000.0
000AE559, VCU_INV_Torque_Command, -459
000AE559, VCU_INV_Speed_Command, -459
000AE559, VCU_INV_Direction_Command, CW
000AE559, VCU_INV_Inverter_Enable, Turn the inverter OFF
